Year,Target Concept,Sentence With Concepts,Context Words
2004,偏见,1,"['人权', '进行', '反华', '舆论', '战', '是因为', '美国', '出于', '意识形态', '和', '推行', '霸权', '的', '政治', '需要', '不', '愿意', '看到']"
2004,偏见,2,"['兼顾', '了', '外国人', '了解', '中国', '的', '需求', '为', '消除', '和', '误解', '促进', '理解', '和', '友谊', '架起', '桥梁']"
2004,偏见,3,"['了', '欧美人', '在', '这个', '项目', '上', '对', '黄种人', '的', '这次', '事件', '对', '我', '刺激', '很大']"
2004,偏见,4,"['对', '中东', '石油', '的', '贪婪', '和', '对', '伊斯兰教', '的', '等', '催化', '了', '中东', '反美', '情绪']"
2004,偏见,5,"['什么', '危害', '如何', '才能', '消除', '这种', '基于', '宗教', '的']"
2004,偏见,6,"['倾销', '软木', '的', '结论', '不是', '一个', '客观', '和', '不带', '的', '调查', '机构', '所', '能', '得出', '的']"
2004,偏见,7,"['和', '对话', '减少', '分歧', '和', '磨擦', '消除', '歧视', '和', '创造', '公平', '共', '赢', '的', '贸易', '投资', '环境']"
2004,偏见,8,"['不能', '将', '人', '导向', '对', '历史', '的', '无知', '和', '渲染', '历史', '文化', '中反', '人性', '反', '历史', '反', '道德']"
2004,偏见,9,"['这', '其中', '排除', '政治', '和', '种族歧视', '的', '因素', '文化', '传播', '中', '有关', '中国']"
2004,偏见,10,"['角度看', '库存', '为的是', '帮助', '我们', '澄清', '对此', '的', '一些', '也', '能', '让', '我们', '在', '对', '明年', '车市', '进行']"
2004,偏见,11,"['孔泉', '在', '回答', '提问', '时说', '任何', '不带', '的', '人', '都', '可以', '看到', '香港回归', '前', '香港', '居民']"
2004,偏见,12,"['观点', '本身', '可能', '就是', '错误', '的', '或者', '是', '有', '的']"
2004,偏见,13,"['这是', '任何', '不带', '政治', '的', '人', '都', '不能', '否认', '的', '客观事实']"
2004,偏见,14,"['对', '中医药', '存在', '不少', '认识', '上', '的', '误区', '和']"
2004,偏见,15,"['消除', '一些', '人', '对', '伟人', '形象', '的', '误解', '和']"
2004,偏见,16,"['香港', '文汇报', '的', '社评', '指出', '任何', '不怀', '的', '人', '都', '不会', '否认', '修改', '行政长官', '和', '立法会']"
2004,偏见,17,"['人权', '进行', '反华', '舆论', '战', '是因为', '美国', '出于', '意识形态', '和', '推行', '霸权', '的', '政治', '需要', '不', '愿意', '看到']"
2004,偏见,18,"['人', '外国', '的', '月亮', '比', '中国', '的', '圆', '的', '意识', '作怪']"
2004,偏见,19,"['对', '中医药', '存在', '不少', '认识', '上', '的', '误区', '和']"
